vm	ir	sag	tau	resf	resmag	spkthr	spkmax	spkhlf	rheo	ahp	fi	dvloc	mlpos	hemi	age	id	housing	expr	patchdir	totalcells	rectime
-67.76012672	41.77983095	0.69442066	9.556360414	7.8	1.592196275	-38.44000015	44.96687546	0.35	269	-57.04999924	0.104424329	1416	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.589583333
-64.82832963	28.85263783	0.593608074	13.45686326	8.75	1.488857866	-39.89562454	45.83562469	0.4	325.375	-58.16249847	NaN	1350	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.597222222
-65.03430951	30.02405871	0.663247779	6.856648352	7.3	1.730745874	-39.02937546	47.29625015	0.38	301.125	-56.86249924	NaN	1320	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.613194444
-65.65566493	22.4069917	0.585493032	9.099283874	11.7	1.559021833	-35.79312439	43.65937424	0.32	419.75	-55.74375153	0.090598917	1069	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.640972222
-63.28063773	18.01888117	0.590762965	6.895068405	13.3	1.283343966	-40.03250046	42.52937469	0.34	416.25	-57.90937424	0.060602761	968	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.648611111
-65.24701116	26.06124911	0.589304705	9.172404151	10.1	1.472013202	-41.803125	45.94124985	0.38	320	-60.63750076	0.059573582	944	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.661805556
-63.42358318	23.32956257	0.56216856	6.920813024	10.25	1.545295527	-40.05374985	44.27375031	0.38	361	-58.015625	0.073219212	904	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.68125
-63.11204415	20.36923227	0.573918933	7.205529667	9.1	2.019092685	-38.65562439	45.38062592	0.39	409.375	-55.93437576	0.074358583	480	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.713888889
-63.12929435	30.03884568	0.611004196	7.233160406	11.75	1.456858908	-39.61437531	46.55374985	0.31	332.125	-56.05937576	0.090972184	523	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.75
-62.945894	25.28303067	0.576854222	6.796892423	11.55	2.054267708	-35.553125	46.034375	0.31	324.375	-57.17499924	0.091595681	454	NA	NA	34	mouse_20130418	Standard	HP	NA	11	0.758333333
-69.06812879	39.50098321	0.582746381	9.44195039	8	1.739472343	-39.35750046	41.77437515	0.4	167	-57.82500076	0.153717365	1504	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.486111111
-65.65600323	45.07828543	0.561295234	7.672668609	9.8	1.897567059	-40.196875	45.24624939	0.35	146.375	-58.046875	0.159831998	1478	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.498611111
-64.81532252	32.66926296	0.579570189	8.758338594	10.75	1.537844237	-39.43812485	42.36187515	0.35	223.75	-57.32500076	0.121748655	1454	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.506944444
-66.47111199	36.57829253	0.644886736	8.704047926	9.4	1.739944129	-40.93812408	45.1125	0.41	238.5	-57.90625	0.118487064	1376	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.514583333
-66.29972303	28.7067161	0.591026722	9.569353066	9.8	1.920757568	-41.34124985	44.64750061	0.39	274.25	-56.44062424	0.164892815	1365	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.522222222
-68.39713569	27.61841968	0.607758356	12.23016135	8.5	1.408025998	-36.98062439	44.82062531	0.4	311.125	-55.68125153	NaN	1272	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.536805556
-62.38318137	44.20243489	0.695521706	12.23408237	7.6	1.618490061	-39.69062576	40.63937454	0.36	153.25	-61.3125	0.070185637	1147	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.552083333
-64.00380188	27.28311951	0.535281183	12.28410305	9.15	2.074024025	-38.23249969	47.40125046	0.35	267.625	-57.76874924	0.082444981	912	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.565277778
-68.0482309	34.10246301	0.640964831	7.43797302	9.55	1.54686772	-39.115625	45.69749985	0.35	308.125	-57.22499847	NaN	1224	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.582638889
-67.79563389	26.81349406	0.61836883	7.438044997	10.8	1.599140962	-41.08187485	41.28187561	0.35	379.5	-57.72499847	0.083484792	470	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.59375
-67.57798702	21.95063186	0.582593884	9.077755265	8.65	1.264634867	-39.85812454	42.92000046	0.38	483.625	-56.76250076	0.064882441	680	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.615277778
-64.7328698	24.94969869	0.570277631	7.878578118	10.05	1.880780571	-39.3125	46.86750031	0.38	328.25	-58.078125	0.075832825	933	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.629166667
-65.46228056	24.41685266	0.541868958	10.63742141	11.05	1.845337327	-38.709375	43.39187546	0.33	353.625	-57.26250076	NaN	827	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.634722222
-63.29079569	25.20693589	0.577822218	10.18459531	10.3	1.913503817	-35.38624954	46.20687485	0.35	306.25	-56.84375	NaN	811	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.643055556
-63.33926988	28.59047328	0.606026436	11.20459383	10.75	1.584110722	-37.02625046	47.03562469	0.33	273.125	-57.44374847	0.09028293	877	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.652083333
-64.88388566	34.91214871	0.534067098	14.70958234	8.7	1.937142603	-37.34375	45.82437439	0.36	190.25	-60.75	0.097291222	1280	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.661805556
-61.96399845	46.68514402	0.647486325	12.32381772	9.75	1.708867212	-35.66687546	47.93874969	0.35	158.25	-55.89374924	0.132702039	1574	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.670833333
-65.27786524	33.79166658	0.629257447	13.14868659	8.15	1.563693847	-38.90124969	43.76187439	0.4	231	-56.84687424	0.095201717	1429	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.680555556
-61.49505238	39.31858277	0.585956125	10.07596669	11.35	1.670108899	-40.36937485	44.12875061	0.31	197.875	-60.54999924	0.086083382	1002	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.689583333
-65.31065354	24.73934811	0.573523173	7.728815374	10.95	1.366061114	-39.05375061	45.53812561	0.34	411.5	-57.66875076	0.065301091	938	NA	NA	35	mouse_20130419	Standard	HP	NA	20	0.697222222
-69.07339322	37.60683165	0.604078716	12.56693139	7.55	1.315585351	-42.27312469	40.82937469	0.4	192	-59.25	0.125583641	1856	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.579861111
-63.39294327	35.29030114	0.643427951	14.07170305	8	1.419878611	-38.00937424	45.84499969	0.36	255	-55.18125153	0.118938838	1776	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.590277778
-62.76894109	30.47205269	0.614815266	9.58017517	12.5	1.855330755	-39.57999954	47.58687515	0.39	292.75	-56.84999847	0.100122415	1712	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.602083333
-65.32223233	25.17725061	0.55194005	5.383866664	10.15	1.974529472	-37.80625	45.54124985	0.37	354.5	-56.578125	NaN	1584	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.620833333
-62.12050318	34.30149956	0.607403986	8.533297863	10	1.818623835	-38.11437531	47.00750046	0.4	253.875	-54.79999924	0.098961452	1472	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.629166667
-61.22263815	30.85714601	0.619178044	14.06848716	8.95	1.398087147	-39.903125	47.27500076	0.38	273.75	-56.04375076	0.082449706	1440	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.638194444
-60.56438564	32.58744953	0.610327646	10.71898583	11.75	1.345088843	-39.31999969	46.86187592	0.35	233.875	-57.68437576	0.085390363	1376	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.647222222
-61.5325264	24.08587683	0.608915232	6.518162556	10.4	1.694736073	-37.8458341	44.84791692	0.35	373.25	-54.40625	NaN	1296	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.654166667
-61.93788291	19.19027455	0.568891442	7.243729293	12.5	1.440416799	-37.56062469	48.28312607	0.35	394	-55.86562347	0.069273705	1200	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.66875
-61.77051566	23.5198055	0.574289239	8.712646461	9	1.696559814	-37.62750015	47.07125015	0.36	353.25	-56.578125	0.056899658	1104	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.675694444
-62.39731795	20.61047983	0.520814347	6.835103465	13.95	1.698035161	-38.73937454	47.31687469	0.35	410	-56.40000153	0.060767887	1072	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.683333333
-60.19634306	40.5183815	0.617126529	7.257775339	12.5	1.937877722	-38.77062531	44.63125	0.31	220.125	-59.53749847	0.082531494	832	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.698611111
-61.82733061	16.83878978	0.562034869	6.765394976	13.7	1.973963015	-36.74375076	47.54750061	0.33	386.125	-55.76874924	0.076038201	912	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.706944444
-62.67053831	25.74708127	0.616916048	9.819510376	9.45	1.693798566	-37.665625	49.43499985	0.33	343.75	-57.61249924	0.064004736	760	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.715972222
-60.2574474	28.86752693	0.56709961	6.423344863	12.95	1.595912282	-38.12125092	49.31687546	0.3	244.625	-57.29999924	0.064495803	784	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.726388889
-60.17130875	21.93668138	0.586881765	5.961679686	14.85	1.917868359	-36.603125	48.15875092	0.33	374.625	-58.94374847	0.064319526	816	NA	NA	43	mouse_20130510	Standard	HP	NA	16	0.742361111
-63.22442149	22.56431453	0.497130282	9.559674804	8.75	1.743012968	-40.32437592	50.04437485	0.5	286	-55.97812653	0.094226087	1616	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.611805556
-68.49129644	30.86973213	0.598612567	11.19724371	9.3	1.622062034	-42.75875015	44.65687485	0.45	300.125	-61.40937424	NaN	1280	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.641666667
-63.31091931	28.43248141	0.571018712	9.714328409	8.55	1.632275703	-42.36999969	49.69249954	0.45	262	-60.35625076	0.063218229	1216	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.652083333
-63.26523824	23.54926133	0.510835879	9.610537015	9.6	1.893094885	-38.06624985	45.815625	0.47	387.125	-58.41562653	0.071907602	1144	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.675694444
-64.96955957	25.37413058	0.586868997	11.90337659	8.7	1.710412538	-39.60374908	46.74124985	0.49	434	-59.54999924	0.055548267	1096	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.688888889
-61.0206836	26.02467294	0.567736218	6.533759251	11.85	1.970213544	-42.42312469	49.57874985	0.37	306	-58.24687576	0.071312297	184	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.722916667
-65.20923553	27.04055521	0.603195977	10.65707902	10.3	1.769491911	-39.56062546	49.84937515	0.43	310.5	-58.875	NaN	1152	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.756944444
-62.25937838	33.21891715	0.549937477	15.55674192	9	1.751578677	-39.13312531	46.39312439	0.43	194	-60.5	0.084909031	1200	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.763888889
-64.02296631	30.39886877	0.600668116	11.13345873	8.7	1.415938022	-37.22187424	50.11062393	0.4	332.625	-58.61562347	NaN	1360	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.78125
-64.32801722	38.85497533	0.638083917	10.77347404	7.5	1.546372498	-36.91312485	47.86187439	0.45	266.75	-58.24375153	0.082452537	1496	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.79375
-63.86221141	31.75713174	0.587882595	9.800716005	8.75	1.574503406	-35.62749939	50.02124939	0.43	274	-58.99375153	0.080485183	1408	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.802777778
-64.74016095	30.13592084	0.599230012	10.8158517	8.5	1.563732651	-41.54000015	46.22624969	0.45	291.75	-60.15625	0.070665801	1536	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.8125
-63.65111507	35.18438763	0.598760238	13.09057414	8.3	1.560216085	-34.76749954	50.33187485	0.36	259.375	-59.0625	0.06198191	1712	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.820138889
-63.15699218	36.23146659	0.585728074	8.277333304	9.4	1.74437039	-35.91499939	49.29499969	0.39	237.875	-59.1875	0.076510061	1656	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.83125
-64.04073825	36.07447504	0.63688795	11.33732999	9.4	1.645243731	-35.38125	50.353125	0.4	252.375	-58.75937653	0.097976749	1696	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.843055556
-65.34300535	23.53075028	0.53624311	11.28906588	9.8	1.741958298	-40.80749893	47.67437515	0.42	343.375	-60.27187347	NaN	1488	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.85
-63.44135424	37.33443974	0.600581543	12.10823091	8.6	1.799099283	-38.73249969	48.87562485	0.4	222	-60.14374924	0.072558315	1456	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.860416667
-67.84266959	45.66800744	0.564545773	17.73857934	6.75	1.398530887	-37.21312561	52.34625015	0.49	198.375	-57.578125	0.063683886	1432	NA	Right	39	mouse_20130605	Standard	HP	NA	18	0.869444444
-69.43663888	18.51515255	0.652863351	10.04261772	6.1	1.245390315	-42.540625	41.31125031	0.5	492.75	-56.34687424	NaN	1100	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.505555556
-72.32405938	19.75669068	0.648126243	7.656522785	9.55	1.246423979	-45.09218788	43.6328125	0.475	558.75	-57.14374924	NaN	1072	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.513888889
-69.20400004	24.10501091	0.661542018	8.388350542	9.2	1.455145663	-42.43000031	47.42562485	0.43	458.25	-56.015625	0.085342146	1040	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.522916667
-65.51548514	25.05359711	0.616155004	8.733436973	11.5	1.489325717	-40.48625107	47.78062515	0.4	400	-57.90625	0.075082117	968	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.553472222
-66.77182215	23.2241703	0.583329934	9.527625335	10.25	1.846757605	-39.66625061	47.125	0.4	394.5	-58.36249924	0.085229581	1024	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.566666667
-67.35031168	27.662251	0.660586368	9.217750855	9.05	1.638736197	-39.31312485	48.64500046	0.44	382.625	-57.77500153	0.072500544	1016	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.572916667
-66.17177329	26.7164961	0.578074944	8.587684274	9.1	1.923006725	-41.24499969	48.86749954	0.45	341.125	-58.35625076	0.070093192	1048	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.579166667
-65.59322624	30.37717314	0.598540588	10.99897066	7.65	1.633481302	-39.61812515	49.88249969	0.43	293	-58.71250153	0.069655852	1008	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.585416667
-65.99920789	19.3917882	0.597628885	6.610557591	9.85	1.713115158	-42.40687485	47.04187469	0.4	510	-56.87812424	NaN	896	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.593055556
-64.94223428	26.40725915	0.65908794	7.516593559	9.95	1.133088794	-36.45	48.30249939	0.45	378.625	-56.03125	0.060436869	384	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.616666667
-64.45293295	21.70218593	0.588098763	8.597570677	8.9	1.874594994	-40.93999939	46.146875	0.44	444.25	-59.34687424	0.050033382	448	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.632638889
-64.72453928	24.95657826	0.607939725	8.451779746	9.5	1.709461531	-41.62062531	49.3375	0.42	392.625	-58.96250153	0.064246396	472	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.640277778
-64.85747642	15.49847859	0.562231023	8.275211108	8.9	1.545530032	-40.69250107	47.77687531	0.48	536	-56.28749847	NaN	528	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.647222222
-64.14305102	26.74923719	0.630402137	8.778444858	9.15	1.621894923	-37.72312546	48.55437546	0.45	408	-55.98749924	0.074368183	184	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.658333333
-63.38687417	22.91677627	0.60291194	6.745659439	10.5	1.867490466	-33.61375046	49.97874908	0.41	439.75	-54.53749847	0.073558544	208	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.670833333
-62.91699593	43.54641533	0.704634055	14.42184497	7.15	1.45819123	-39.440625	50.046875	0.46	235.375	-56.67499924	0.076512168	1848	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.680555556
-63.93795407	38.95768312	0.637702184	14.87687577	7.25	1.650369512	-39.39875031	52.07062531	0.45	212.75	-56.07500076	0.101611227	1944	NA	NA	35	mouse_20130926	Standard	HP	NA	28	0.693055556
-62.89607712	32.85955364	0.629782246	13.48811206	8.6	1.715762037	-36.64000092	46.21312485	0.5	348.125	-53.63750076	0.054215218	344	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.558333333
-66.92294126	38.18380231	0.604496256	8.610458644	9.95	2.228549119	-40.62250061	42.83812485	0.45	245.625	-58.85625076	0.116475695	1120	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.576388889
-64.33143314	35.40175836	0.555813418	10.73858695	8.25	1.567981528	-33.346875	42.73374939	0.47	253.75	-50.76250076	NaN	1240	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.632638889
-66.58830784	32.46714824	0.576110686	13.01813067	7.35	1.396339975	-41.02750015	42.53937454	0.54	224.375	-58.609375	NaN	1320	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.652083333
-68.38686207	73.8793988	0.655648897	16.69596029	7	1.559644001	-34.653125	41.68750076	0.54	143.125	-50.55625153	0.20913473	1296	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.69375
-62.13798266	33.158351	0.553638035	9.799686609	8.75	1.647972167	-36.44625015	45.22125015	0.5	238.75	-52.14687347	NaN	1344	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.728472222
-63.13022471	43.30024173	0.582377576	10.25893189	7.25	1.866051247	-31.20999947	46.44562531	0.47	183.125	-49.70624924	0.202928203	1480	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.740277778
-65.77590242	42.50211163	0.62790623	7.848303323	8.95	1.757058394	-39.31624985	48.27250061	0.49	247.5	-55.40312576	NaN	1576	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.749305556
-61.50989852	19.72418685	0.465034113	7.612301502	10	2.25205691	-34.97249985	45.80812454	0.44	373.75	-54.97812653	0.084745771	160	NA	NA	35	mouse_20130926	Standard	DG	NA	28	0.7625
-68.89321646	24.59918357	0.623570141	9.578652088	9	2.043923215	-43.87937469	44.46937561	0.56	449.625	-58.73749924	0.066049787	496	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.440972222
-67.31429113	34.61974343	0.618507657	8.583316026	7.4	1.423511061	-45.98000031	48.80687561	0.54	324.25	-59.90000153	0.055609126	555	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.449305556
-60.7424632	23.47902908	0.555827558	5.255808046	11.9	2.175009678	-39.66249924	50.52124939	0.43	378.75	-57.38750076	0.053649371	436	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.714583333
-65.66581824	25.47149792	0.576132928	8.373003587	7.05	1.981080425	-41.21437454	47.178125	0.59	411.625	-55.76250076	0.042625994	578	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.456944444
-65.6249666	22.37748111	0.550634555	9.585744724	6.55	1.741057367	-40.33312531	49.696875	0.54	450	-56.79062653	0.057055208	621	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.463194444
-65.59916468	40.71777941	0.595264219	12.69696126	6.45	1.990269861	-40.86937561	49.45499954	0.59	333.375	-57.55625153	0.051393226	638	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.470833333
-64.54923125	35.65249153	0.662600472	7.335556392	7.05	1.440944476	-39.62562485	48.965625	0.58	331	-56.25	0.048414134	662	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.477777778
-62.05304564	31.35312578	0.602906367	17.64858168	6.75	1.32045	-41.24000015	47.25875015	0.56	277.5	-57.90312576	0.053691366	675	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.49375
-65.21509777	25.69572399	0.57789252	11.69609943	6.8	1.676474926	-41.21312561	50.04312515	0.56	371.875	-58.12812424	0.0500088	660	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.501388889
-63.0525467	28.31689075	0.61140747	9.351630272	8.35	1.692609518	-40.40875015	49.153125	0.58	357.875	-56.82500076	0.048152243	662	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.516666667
-63.24746214	20.69210086	0.542991619	8.350057553	8.85	1.417509586	-38.08812485	50.99625015	0.54	439.125	-55.52500153	0.048031899	673	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.523611111
-65.79574128	30.15777589	0.5998945	9.04006006	9.35	1.596048151	-41.07375031	48.53499985	0.52	320.5	-59.234375	0.055742963	715	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.535416667
-68.01357456	25.38091334	0.635619611	7.03712503	7.4	1.67655881	-40.94625015	44.6125	0.55	491.375	-59.50937653	NaN	734	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.546527778
-63.53772328	27.56699731	0.570055433	7.945431358	8.7	1.584322224	-36.55625	49.08000031	0.52	373.75	-57.01874924	0.050978069	752	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.552777778
-63.44727519	24.50828096	0.577987842	7.538805631	9.7	2.048842708	-40.21437454	49.51812515	0.51	475.125	-57.59375	0.045234726	776	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.564583333
-63.29685	25.59911495	0.638081896	8.194909311	8.45	1.79813901	-37.40124969	50.47687454	0.55	418	-56.515625	0.05657193	836	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.575694444
-64.33347338	20.75812623	0.539959194	7.57644375	8.95	1.572402518	-38.47624969	47.47937469	0.55	495.625	-57.16562653	NaN	871	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.582638889
-66.4958994	32.55712314	0.624615773	7.898178866	6.5	1.36732884	-41.79625015	52.00124969	0.53	367.375	-56.73749924	0.062310165	884	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.599305556
-64.30008403	27.83485907	0.59299666	7.8033268	8.8	1.573466944	-38.72999954	49.696875	0.55	401.375	-55.58750153	0.052965333	903	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.60625
-65.01594415	27.78134717	0.563465443	7.468510413	7.6	1.729026747	-44.89500046	49.68562546	0.54	381.875	-59.76250076	0.055406481	931	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.615972222
-64.67134888	30.59614073	0.586256876	10.25308731	6.95	1.520695672	-38.27062531	51.97750015	0.58	335.625	-57.28749847	0.057645227	971	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.621527778
-62.76604054	22.38120489	0.563845907	7.649988627	9.4	1.533994977	-38.40499954	49.96062469	0.5	432.875	-57.07187653	0.051037116	1043	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.636111111
-66.29326372	26.05340061	0.665316558	10.27613851	6.45	1.834691153	-41.53874969	50.65687485	0.54	437.375	-56.8125	0.043532652	1047	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.649305556
-66.31257571	23.31800988	0.635172176	8.088698317	8.95	1.683486902	-40.39312515	48.046875	0.53	496.5	-57.26874924	NaN	1064	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.655555556
-65.84849012	21.18326804	0.579103363	10.858989	7.6	1.925767193	-40.77562485	48.859375	0.5	466.125	-58.74375153	0.07669846	1154	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.677777778
-63.59428771	29.66367969	0.607181429	6.938699728	6.95	1.711022133	-39.17249985	52.74562531	0.55	316.625	-58.18125153	0.057894856	1209	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.684027778
