vm	ir	sag	tau	resf	resmag	spkthr	spkmax	spkhlf	rheo	ahp	fi	dvloc	mlpos	hemi	age	id	housing	expr	patchdir	totalcells	rectime
-63.99213293	32.17101346	0.61700988	7.944509581	6.95	1.688505082	-38.35624924	51.61125031	0.5	336.875	-56.17499924	0.06864814	1180	Lateral	NA	37	mouse_20131028	Standard	HP	DV	36	0.690277778
-66.37150803	20.70768405	0.607280956	7.853420034	10.1	1.812799834	-40.46632309	40.20325317	0.47	344.2487793	-56.02893066	0.097625406	650	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.470833333
-67.21368584	41.57398335	0.654609379	10.64370344	9	2.014896874	-39.65941315	39.39695435	0.46	482.1924438	-55.25070953	0.070995122	741	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.49375
-65.59162386	27.39343618	0.569609951	25.93009898	9.7	1.575898877	-39.65453033	41.38187714	0.45	351.5732422	-56.88650131	0.072247244	773	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.525694444
-66.06839848	21.53158188	0.589013471	8.139254102	9.7	1.866033498	-36.96300125	40.82359314	0.45	570.0857544	-56.09302139	NaN	758	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.563194444
-65.25731368	28.27369416	0.598405071	8.729248759	9.05	2.295689351	-39.91515808	45.08194199	0.45	347.3006287	-56.65150833	0.069815499	905	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.575694444
-64.58083389	26.19018052	0.559514388	8.958846463	10.75	2.206650843	-39.91760025	44.08337631	0.45	366.832489	-55.11642838	NaN	1156	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.591666667
-63.10026863	37.72328138	0.600566118	11.68226781	7.75	1.965747673	-32.31910172	45.34806366	0.43	263.0695496	-54.23444366	0.078175932	1170	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.629166667
-61.31289178	38.387161	0.583149348	11.58819967	8.95	2.092086713	-35.45701447	46.63167191	0.46	190.4355011	-55.18356705	0.10127308	1285	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.669444444
-60.98328696	26.58030147	0.530356529	10.03666462	10.4	1.524364246	-37.17459564	45.46586533	0.42	280.7702942	-53.7064743	0.105900771	1259	Medial	NA	37	mouse_20131028	Standard	DG	DV	36	0.710416667
-64.83848899	27.2592934	0.600080743	8.208939733	12.35	1.840423158	-44.37562561	47.4	0.4	349	-59.11249924	0.061327455	477	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.529166667
-64.53542091	21.18366329	0.564355996	13.619226	7.85	1.958228674	-40.44562531	48.15624924	0.46	433.25	-56.765625	0.058539041	348	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.543055556
-63.42524087	25.68056285	0.577713848	9.088491709	7.6	1.458063937	-42.36624985	47.61687469	0.53	380.25	-55.86875153	0.051877949	411	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.554166667
-63.41706742	32.86122774	0.526996648	12.75582096	8	1.522641402	-39.66499939	50.02249985	0.49	215.5	-57.953125	0.089797103	1679	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.561111111
-64.1992321	32.15089706	0.582212169	10.58755856	9.1	1.971371879	-38.13062515	51.29562531	0.48	289	-58.27812576	0.082454345	1691	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.584722222
-63.40548173	28.67761873	0.608806039	13.97310046	8.85	1.705040361	-37.30062485	45.14625015	0.46	259.5	-59.49375153	0.063224866	992	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.647222222
-65.20616501	24.42908832	0.576232658	8.873310891	8.55	2.048521341	-38.54312439	47.9375	0.47	411.75	-57.14374924	0.052595783	882	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.674305556
-61.53421332	25.67345643	0.547019704	8.037481373	10.3	1.871647496	-38.54937515	50.12624969	0.4	330.375	-58.51874924	0.051264269	787	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.681944444
-64.40265834	24.34714378	0.599467863	7.143912319	9.2	1.758214562	-37.39125061	45.40750046	0.45	474.5	-57.34687424	0.060951461	773	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.699305556
-61.17361566	22.90479071	0.559353156	9.976225376	12.4	2.082930565	-35.41562424	50.16875	0.4	321.5	-56.36249924	0.058589641	779	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.70625
-61.81684351	27.24461692	0.587777221	7.569058215	10.75	1.536721478	-39.28500061	51.49187546	0.4	328.625	-57.703125	0.060579431	782	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.713194444
-62.04011696	27.35891131	0.600937236	11.38938894	8.75	1.303314838	-34.90437469	50.08625031	0.46	330.625	-54.16562653	0.063677146	1241	NA	NA	39	mouse_20131030	Standard	HP	NA	23	0.727777778
-63.74314784	25.2844386	0.59070268	6.570481215	8.05	1.172316012	-41.77068405	41.57353363	0.46	426.6487732	-54.69527435	0.087963747	296	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.528472222
-63.88513702	23.4974414	0.566791191	7.923739083	9.5	1.537098385	-37.31254044	42.8437149	0.44	362.559906	-54.27411652	0.080005902	412	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.543055556
-64.01771432	25.41630505	0.577716088	6.999189765	8.5	1.553055416	-34.9961853	44.55641403	0.45	432.7524719	-51.59459305	0.076779198	477	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.565277778
-65.73894112	33.37143681	0.597845147	8.950982369	7.85	1.964793782	-32.98379517	44.11511536	0.43	281.3806458	-53.43180466	0.088409512	715	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.609722222
-61.16286471	27.67611099	0.565839234	7.302710225	9.15	2.018293251	-33.52702408	44.93240128	0.4	308.8473206	-52.84890366	0.095402011	710	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.663194444
-65.27647008	26.31767987	0.521440573	8.06405454	9.15	1.784387884	-37.23075104	41.76274948	0.5	344.8591614	-54.86312485	NaN	755	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.670138889
-62.9262224	27.75006771	0.505168753	8.603810805	8	1.753694889	-32.71218033	44.82924957	0.44	296.029541	-53.27310944	0.089682698	731	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.677777778
-63.13022543	31.23639029	0.585949355	10.02607638	7.35	1.822540125	-30.5209507	44.67238312	0.45	205.0843811	-50.23957062	0.115314121	726	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.686111111
-63.7510701	34.40041391	0.597631592	11.72527358	7.85	1.707850001	-33.96954193	42.93465958	0.48	286.8739929	-51.90893173	0.102945985	758	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.7
-64.42712316	28.44397864	0.551498402	10.95904359	8.75	1.833079977	-35.430159	39.33225479	0.45	239.2651215	-50.40742111	0.132351228	1209	NA	NA	39	mouse_20131030	Standard	DG	NA	23	NaN
-64.69282873	28.99711613	0.589360162	10.29712247	8	1.3008182	-29.25077057	49.22940826	0.44	282.6014099	-43.68724442	0.168762379	1206	NA	NA	39	mouse_20131030	Standard	DG	NA	23	0.726388889
-68.34589309	27.73929955	0.653601508	6.303410347	7.4	1.427167596	-44.82937546	48.871875	0.52	452.25	-57.43437576	0.057803083	498	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.491666667
-64.06750222	17.47479662	0.473197302	8.071454912	9	2.210454177	-43.67874985	47.82437515	0.47	380.5	-58.13750076	0.057762036	560	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.500694444
-66.44293878	18.52906964	0.613565738	9.576824667	6.35	1.721555664	-40.84687576	39.66812515	0.52	599.125	-52.94687653	NaN	523	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.507638889
-64.8927865	18.66465924	0.648181033	6.505420176	8.95	1.715441764	-39.91187515	47.75374985	0.46	534.25	-55.31874847	NaN	598	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.517361111
-69.24931707	19.2126478	0.66489174	7.249983696	6.45	1.421995472	-39.16250038	47.63437653	0.5	666.625	-53.46562576	NaN	618	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.523611111
-64.03397101	17.70219945	0.555801902	6.921216422	8.55	1.94443756	-41.41666667	47.9166654	0.45	572.125	-55.43125153	NaN	614	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.530555556
-70.86636222	49.79500012	0.658439654	15.21799626	6	1.183058341	-41.00749969	48.55374985	0.54	202	-58.67812347	0.141516184	2045	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.540972222
-68.88849792	42.1061248	0.64290583	12.60530345	7.6	1.563847819	-43.72437515	50.284375	0.53	233.125	-57.28749847	0.158679631	2054	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.556944444
-65.64532602	53.96739761	0.693092961	15.10526359	6.5	1.358948472	-40.45124969	52.04812546	0.51	196	-56.78749847	0.099643757	2032	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.5625
-61.27485482	24.57328636	0.579693082	8.601565401	9.2	1.751862911	-40.12562561	52.18500061	0.44	372.75	-58.203125	0.055590509	845	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.569444444
-63.35408878	21.24031692	0.56469634	7.857311217	9.75	1.786478466	-41.66687546	48.52500076	0.5	417.25	-57.25937653	0.045014764	856	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.575694444
-64.73762329	29.18702784	0.670130685	15.02132298	11.55	1.366198373	-39.54562531	48.56499939	0.51	383.625	-59.265625	0.044799845	925	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.581944444
-62.97037445	24.34142938	0.655592481	8.104251278	10.1	1.636883921	-40.54187546	54.70687561	0.45	381.75	-57.22187424	0.046566638	950	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.588888889
-60.79508861	21.38043679	0.539864507	7.678538929	12.05	1.727502629	-39.06624985	51.15624924	0.43	370	-58.02187347	0.049762902	955	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.6
-63.70300219	19.68108499	0.576184123	9.509829646	10.4	1.650554525	-38.74875031	51.04687576	0.45	460.375	-57.49375153	0.046793548	965	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.60625
-60.54564309	23.6290763	0.57641577	8.719957703	8.95	1.433383085	-38.54812469	49.74562531	0.46	346	-57.77187347	0.050431422	957	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.613194444
-63.1844955	24.24188012	0.604462417	22.58182345	9.85	1.74779972	-39.59562454	50.3875	0.49	386.375	-56.67499924	0.041849009	984	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.619444444
-63.63047332	20.16099348	0.608896071	6.831484323	9.05	1.707664642	-35.91187592	50.88500061	0.44	481.875	-55.45000076	0.053094623	1000	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.625
-63.99568133	20.51448629	0.587854734	10.64421921	10.05	1.670998013	-37.03062592	49.66687469	0.44	526	-55.84375	NaN	1016	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.6375
-62.63673276	27.63338165	0.618871077	7.902572991	9.55	1.786810919	-38.63937607	51.04750061	0.42	346.75	-58.68437576	0.05502789	1032	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.644444444
-65.62543182	28.948023	0.610667177	6.478998377	11.5	1.56377426	-36.86687546	51.01062546	0.44	375.5	-58.12187576	0.062387296	1037	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.65
-65.40850804	28.17260565	0.691174737	7.82857629	9.05	1.514120533	-34.575	51.76937561	0.43	432	-56.09999847	0.055542324	1138	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.666666667
-62.81042678	23.7432244	0.611443221	9.854131327	12.35	1.578585532	-40.15062485	46.60374985	0.41	420.875	-57.83124924	0.060598069	1134	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.672916667
-63.58153825	30.95419904	0.630419717	15.48071565	7.4	1.933498705	-37.07750015	53.11687469	0.39	322	-57.69374847	0.065543031	1234	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.678472222
-64.07780699	23.44605142	0.650719886	6.761710957	9.15	1.824005934	-36.69124985	50.58562469	0.39	417	-55.30937576	0.06439832	1240	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.689583333
-63.24499617	27.36229102	0.623483533	9.068032332	10.2	1.784068858	-35.83250046	49.93374939	0.35	348.5	-57.86562347	0.061335746	1280	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.696527778
-65.51693011	26.5035059	0.626716406	9.504977075	10.9	1.541762639	-37.77656174	50.37343597	0.375	380.625	-57.453125	NaN	1365	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.711111111
-63.85655671	27.08136763	0.623370425	7.57633011	9.35	2.030688631	-38.26624985	49.86875076	0.36	355.5	-56.72187424	0.062522701	1392	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.716666667
-62.10861049	19.49772729	0.623230532	7.039026051	11.5	1.937275783	-36.80249939	50.48187561	0.36	431.5	-54.75624847	0.072046539	1405	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.722222222
-62.21216869	21.90283502	0.632820358	6.380340795	10.85	1.416129239	-37.92937469	51.36812592	0.38	404	-53.26250076	0.072191115	1454	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.732638889
-62.9606275	27.9353431	0.604899246	7.828771931	10.75	1.792993069	-37.54937515	52.53000031	0.36	318.375	-55.75	0.070975953	1504	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.752083333
-63.83741901	24.78001497	0.552601505	10.74686638	9	1.860603618	-39.29750061	52.3625	0.38	345.375	-56.86562347	0.061844077	1542	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.756944444
-64.30476374	28.69956551	0.618438227	8.524695139	9.7	1.856022912	-38.04437485	46.96812515	0.37	322	-57.171875	0.070513636	1576	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.763194444
-63.64035242	30.71307807	0.669967407	14.76901537	11.45	1.614254688	-39.11250076	48.06624908	0.36	290.375	-55.64687347	0.074226787	1590	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.772916667
-62.41369276	29.86049628	0.649257872	10.70332198	9.9	2.047089784	-34.13812561	51.11249924	0.33	288.375	-54.74687576	0.06264535	1613	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.778472222
-63.39806401	30.95840647	0.616349373	7.577253428	10.95	2.36113796	-38.07312469	48.41875	0.36	265.25	-57.62187576	0.062606927	1587	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.7875
-62.40085196	30.46395639	0.652429071	8.360994293	9.45	1.481136617	-38.38937531	47.97874985	0.38	243	-54.90000153	0.094494597	1781	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.804861111
-64.62616764	35.81891666	0.639571266	8.968128507	9.35	1.59072164	-37.59499969	49.53500061	0.33	235.375	-57.79999924	0.073513318	1830	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.810416667
-65.48691498	34.5823448	0.633110561	9.558466403	8	1.593197837	-38.56750031	51.00562439	0.39	292	-56.32500076	0.100140063	1728	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.820138889
-61.58918754	28.10580166	0.647913127	10.11183795	11.25	1.794400527	-37.25749969	47.95500031	0.34	261.25	-53.84999847	0.115447818	1704	Lateral	NA	35	mouse_20131106	Standard	HP	DV	50	0.828472222
-65.76870759	22.74659848	0.587408982	9.86401807	7	1.542136395	-40.41505203	46.03961258	0.49	388.1954346	-54.79598236	0.082504272	1399	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.515277778
-64.09261956	41.27888026	0.639446318	9.316669667	8.25	1.690373513	-38.10113907	42.78939133	0.55	274.0562134	-53.16934586	0.10902289	1481	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.536111111
-69.12171877	27.1121764	0.637466667	8.227814295	8.15	1.283560527	-40.23194122	40.44984283	0.51	488.2961426	-52.38196945	0.112308724	1518	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.574305556
-66.62864389	27.03864338	0.671855246	7.120166806	8.85	1.655720875	-38.71150818	42.87423325	0.52	369.2739563	-51.2985611	NaN	1542	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.589583333
-63.14547356	25.46466271	0.576301675	10.96832272	8.3	1.234910855	-35.42771683	49.2147583	0.5	301.5228882	-49.61088943	0.130526031	1531	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.619444444
-65.56257249	22.20202645	0.575142371	6.757059514	9.1	1.62462034	-37.10074158	46.95822067	0.47	374.1569214	-51.58848953	NaN	1526	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.635416667
-63.18105188	28.22497975	0.571437201	8.91481257	9.35	1.482860335	-41.43620071	35.12192078	0.52	369.2739563	-52.07068253	NaN	1626	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.665972222
-63.68221109	31.89377837	0.571770033	10.65008559	8.45	1.809919124	-41.13162537	46.50410461	0.48	227.0577087	-55.07675552	0.116300293	1641	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.679861111
-62.40644157	27.61229796	0.576385205	11.04763808	7.75	1.664617063	-38.47651596	46.56514206	0.46	256.3554688	-53.04116821	0.108040658	1652	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.7
-62.44596955	29.52863616	0.665513037	7.942155785	9.4	1.773744481	-31.50425758	49.65605621	0.49	263.0695496	-44.02294922	0.13441198	1715	Medial	NA	35	mouse_20131106	Standard	DG	DV	50	0.71875
-63.87844724	21.58828622	0.549357597	8.521314004	7.3	1.851864377	-44.090625	47.66875	0.59	428.875	-59.609375	0.031510837	279	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.620138889
-63.60868503	30.31681187	0.58979769	7.79403689	8.55	1.743775195	-42.33187485	50.89749985	0.57	312.5	-57.859375	0.055959823	306	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.625
-64.36630963	22.51982182	0.549859836	8.916934688	8.55	1.554217289	-40.84937515	49.79562454	0.56	426	-58.07500076	0.035788681	253	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.629861111
-63.79563637	23.48263238	0.509444435	9.10824288	8.95	2.128673531	-46.44812546	47.68249969	0.55	340	-59.70000076	0.050390967	254	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.636805556
-60.04799172	20.78149152	0.515849852	8.020655857	9.3	2.252953839	-42.32624969	48.21437531	0.5	328	-56.5	0.045797536	111	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.642361111
-60.43417228	23.60609191	0.575520474	9.974518873	10.2	1.822108991	-41.04250031	46.27249985	0.55	360	-56.77500153	0.0368148	40	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.648611111
-61.40765524	13.20174395	0.52042521	8.408251332	9.95	1.769243213	-42.46812515	49.28499985	0.57	555.875	-56.49687576	NaN	0	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.65625
-63.78571995	21.12409276	0.527385271	7.571725599	7.95	1.680012448	-43.003125	48.23875046	0.55	399.875	-57.54999924	0.045701051	204	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.670833333
-64.8711684	21.22022153	0.553097132	11.53223428	8.4	1.851873114	-40.08312531	48.95874939	0.55	462	-56.20624924	0.038539734	167	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.684027778
-63.44168863	20.03439745	0.492886627	9.94659657	9.35	1.831455756	-39.87687378	47.63312454	0.55	432.375	-58.02187347	0.04953229	328	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.693055556
-62.36845466	36.07462212	0.575659479	8.324822787	8.25	1.769887121	-36.68312454	48.03812561	0.5	253.25	-53.84687424	0.07325107	401	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.702083333
-62.44057509	21.58791324	0.573321944	6.963146637	9.3	1.795688358	-39.39375076	48.17625046	0.52	470.25	-57.18437576	0.053085185	433	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.713888889
-63.64148902	23.91966552	0.593079041	7.332745765	7.15	1.645109917	-38.56500015	49.74812469	0.53	462.625	-56.58124924	0.057796641	502	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.723611111
-61.48568815	28.15327467	0.611479834	10.00349969	8.3	1.773064372	-43.15624924	47.9625	0.55	291	-58.61562347	0.044695846	535	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.736111111
-63.36023125	19.78678762	0.522202316	8.672286502	8.9	1.656774196	-37.42874985	45.78499985	0.5	444.25	-57.62187576	0.045028802	694	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.757638889
-62.97535238	16.04997847	0.480826357	9.373599468	11.35	1.877154198	-39.69125061	48.65249939	0.51	483.125	-58.13124847	0.041274023	729	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.763888889
-64.36332459	33.87052821	0.625843966	9.976178612	7.75	1.93595812	-38.98687439	49.23874893	0.51	292.625	-59.25	0.048610563	733	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.770833333
-66.11153201	31.63161146	0.655292319	7.067061798	7.75	1.547860274	-44.41500092	52.18374939	0.48	351.75	-59.890625	0.048891452	716	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.776388889
-63.17995253	21.8834983	0.55083004	8.389583173	10.65	1.646745405	-38.74875031	51.31499939	0.49	417.25	-58.80625153	0.047323467	808	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.795833333
-61.28836877	30.65656111	0.649381496	7.569950633	9.5	2.623229861	-38.29312439	47.87124939	0.46	329.75	-60.54062653	0.043939435	829	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.802777778
-63.38698545	26.67709513	0.567638389	10.44044995	7.45	1.659541452	-40.42062531	50.83062592	0.54	322.25	-60.765625	0.047788239	834	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.809722222
-63.39443602	25.56012954	0.576004684	9.77410543	8.75	1.808267524	-38.63812485	51.74750061	0.51	373.125	-57.703125	0.044898138	837	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.815972222
-64.25926675	24.05766051	0.560666412	8.05600183	8.1	1.717272519	-38.709375	50.64875031	0.53	416	-58.02187347	0.046253556	855	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.821527778
-61.75411295	21.28194286	0.52459459	11.09850463	9.1	1.624212518	-38.23625031	50.74749985	0.54	404	-55.75312424	0.051682944	858	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.826388889
-62.76958006	26.96138539	0.578566658	8.727934853	7.4	1.902956393	-37.13000031	51.01062469	0.55	404.25	-57.19062424	0.048239131	868	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.832638889
-62.94572938	27.60903478	0.570917879	8.386018624	8.75	1.768686935	-36.14749985	49.78875046	0.53	377.625	-55.84999847	0.058495595	939	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.840277778
-66.40437162	26.74155481	0.586567915	10.37163618	7.55	1.67800466	-35.69187546	48.86562424	0.55	413.125	-56.96250153	0.044441205	958	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.847222222
-64.64199846	33.55021245	0.59210774	9.864477826	8.4	1.690292369	-34.84124985	50.05437469	0.53	327.25	-56.90625	0.048785363	985	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.859027778
-65.43507795	26.89377573	0.577432381	9.854298831	8.7	1.757516118	-34.93375015	50.390625	0.48	395.5	-57.22812653	0.055857034	1001	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.864583333
-67.2250476	24.78145872	0.636139844	7.864178627	7.25	1.416248756	-39.34625015	51.69124985	0.53	374.125	-57.22187424	0.065289777	1338	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.88125
-65.52198929	33.2578894	0.653493074	11.27597252	7.8	1.445683376	-39.72187424	50.63125	0.56	319	-58.13124847	0.052756541	1360	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.888888889
-65.04081328	38.01424936	0.668035607	9.693850094	7.55	1.461256782	-37.46124954	50.58499985	0.5	322.875	-56.05312347	0.067526154	1364	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.89375
-66.89591434	31.17574384	0.601732292	10.62789432	8.05	1.664693406	-41.21312485	50.734375	0.58	277.25	-58.15312576	0.068813309	1439	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.899305556
-65.7021383	38.43205856	0.618071695	8.010522244	6.65	1.307562126	-39.65750046	52.73062515	0.53	272.625	-57.15625	0.074595092	1467	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.905555556
-66.49067852	30.69089947	0.571971743	10.32961323	7.2	1.573399593	-37.03374939	50.65374908	0.53	357.25	-58.61249924	0.059471197	1531	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.916666667
-63.22968442	39.45964132	0.601385859	10.35537849	7.45	1.52199821	-37.86187439	51.94375076	0.52	256.5	-57.51874924	0.072963637	1649	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.923611111
-64.73472326	48.71613905	0.655942012	10.68091364	7.3	1.525842424	-35.52750015	54.30125046	0.47	229.625	-58.71562576	0.068091337	1755	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.932638889
-63.21717069	39.56873603	0.631156698	11.7274048	7.4	1.581710562	-38.32750015	55.921875	0.49	194	-60.25624847	0.067807965	1853	Lateral	NA	35	mouse_20140110	Standard	HP	DV	55	0.938194444
-63.94279183	28.43041394	0.498314973	10.44437922	8.45	1.568938793	-36.67104187	43.59935303	0.45	249.6414032	-52.8672142	0.159459803	763	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.607638889
-64.86692122	32.82653273	0.544899874	9.208261448	6.65	1.943210481	-39.13266449	41.89825134	0.49	297.8606567	-54.10931778	0.131184539	627	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.616666667
-71.4148179	37.46276965	0.566149847	9.500870388	7.75	1.419904634	-40.49806213	38.00164795	0.52	252.6932526	-58.5802803	0.131899858	656	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.630555556
-63.73012945	38.4353423	0.675566508	11.10186488	7.3	1.505228924	-35.28305969	45.36820602	0.49	277.1080627	-51.40232468	0.111129878	715	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.638888889
-68.31751809	48.25416473	0.590386887	12.09867334	8.5	2.18268066	-41.56010666	40.0335701	0.46	190.4355011	-58.43073654	0.12598751	726	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.651388889
-63.9351584	44.50876301	0.61777668	10.65879075	6.4	1.496681113	-30.73213882	46.04815826	0.49	227.0577087	-46.05548096	0.153094119	758	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.659027778
-61.7563299	49.19998638	0.615051593	11.30267719	7.55	1.537875751	-35.53697357	38.62788773	0.52	202.0325317	-52.70241547	0.129077618	805	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.670138889
-63.43695461	48.96610642	0.636812698	10.66812321	7.8	1.577056202	-32.70302429	44.48499985	0.47	205.6947479	-47.29453278	0.209824726	992	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.704861111
-64.98684311	38.46408677	0.58703695	11.86157968	7.7	1.594181451	-34.23688507	46.62556839	0.47	236.8236389	-51.61290359	0.135243761	634	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.713888889
-63.31693864	46.67427303	0.682968406	11.90302761	7.7	1.43919739	-34.60860062	46.5004425	0.45	256.9658508	-52.43079758	0.097506711	445	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.732638889
