"spkthr"	"spkmax"	"spkhlf"	"rheo"	"ahp"	"vm"	"ir"	"sag"	"tau"	"resf"	"resmag"	"OSSClusterID"
-38.709375	43.3918754577637	0.33	353.625	-57.2625007629395	-65.4622650146484	24.4093284606934	0.541769981384277	10.6374359130859	11.05	1.84533732708267	1
-38.6556243896484	45.3806259155273	0.39	409.375	-55.9343757629395	-63.1121711730957	20.3739433288574	0.573974967002869	7.20559310913086	9.1	2.01909268519147	2
-41.3412498474121	44.6475006103516	0.39	274.25	-56.4406242370605	-66.2997360229492	28.7157707214355	0.591101765632629	9.56934356689453	9.8	1.92075756836231	3
-39.0293754577637	47.2962501525879	0.38	301.125	-56.8624992370605	-65.0344390869141	30.0236644744873	0.663225710391998	6.85672092437744	7.3	1.73074587402439	4
-34.7887504577637	39.834375	0.4	318	-51.5250015258789	-62.2073974609375	24.9765720367432	0.609632134437561	9.50270652770996	10.7	1.88012127070287	5
-36.9806243896484	44.8206253051758	0.4	311.125	-55.6812515258789	-68.397216796875	27.6179008483887	0.6078040599823	12.2305040359497	8.5	1.4080259978846	6
-36.7812507629395	41.9512496948242	0.38	433	-51.3187484741211	-64.1193618774414	22.2286262512207	0.56526243686676	6.57884550094604	11.25	1.95236491686904	7
-39.6906257629395	40.6393745422363	0.36	153.25	-61.3125	-62.3831405639648	44.1971893310547	0.695478558540344	12.2344312667847	7.6	1.61849006086616	8
-31.9849994659424	36.4012504577637	0.39	374.375	-51.0218734741211	-64.7479095458984	25.2112464904785	0.560369491577148	8.75022983551025	11.85	1.89894680386506	9
-35.3862495422363	46.2068748474121	0.35	306.25	-56.84375	-63.2909049987793	25.204158782959	0.577771186828613	10.1870470046997	10.3	1.91350381732817	10
-32.4337493896484	36.9918746948242	0.4	420.75	-50.4937515258789	-65.1326675415039	23.8259506225586	0.572453081607819	8.63914775848389	11.95	1.69987211465045	11
-39.3575004577637	41.7743751525879	0.4	167	-57.8250007629395	-69.0680541992188	39.5047950744629	0.58275955915451	9.44195556640625	8	1.73947234310077	12
-39.3125	46.8675003051758	0.38	328.25	-58.078125	-64.7328262329102	24.9487628936768	0.570263266563416	7.87879753112793	10.05	1.88078057090436	13
-40.3693748474121	44.1287506103516	0.31	197.875	-60.5499992370605	-61.4951286315918	39.315673828125	0.585954785346985	10.0759515762329	11.35	1.67010889868264	14
-37.0524993896484	41.6168754577637	0.4	412	-51.7125015258789	-64.5455780029297	22.557544708252	0.562789440155029	8.57658290863037	10.15	1.95815440413743	15
-37.0262504577637	47.0356246948242	0.33	273.125	-57.4437484741211	-63.3393363952637	28.5878410339355	0.606053590774536	11.2049465179443	10.75	1.58411072224564	16
-37.34375	45.8243743896484	0.36	190.25	-60.75	-64.883918762207	34.9088745117188	0.534050047397614	14.7096223831177	8.7	1.93714260315523	17
-33.9443748474121	41.9887496948242	0.39	392	-49.9437484741211	-63.2214736938477	23.4231071472168	0.5434610247612	6.62782573699951	10.9	1.90101172451821	18
-35.3218742370605	44.3462501525879	0.35	352.5	-51.90625	-62.8382873535156	25.4522113800049	0.587161064147949	6.08609485626221	14.05	2.20048924122555	19
-40.0537498474121	44.2737503051758	0.38	361	-58.015625	-63.4235954284668	23.3333053588867	0.562282621860504	6.92083263397217	10.25	1.54529552688237	20
-37.1712509155273	43.3631256103516	0.39	375.375	-50.6749992370605	-64.5418243408203	27.7643394470215	0.623230576515198	7.02951908111572	11.3	1.97875796055105	21
-39.8581245422363	42.9200004577637	0.38	483.625	-56.7625007629395	-67.5779724121094	21.9439239501953	0.582467436790466	9.07839488983154	8.65	1.26463486705475	22
-38.2324996948242	47.4012504577637	0.35	267.625	-57.7687492370605	-64.0038452148438	27.2777938842773	0.535198926925659	12.2841987609863	9.15	2.07402402508642	23
-33.8662498474121	36.165625	0.42	462.75	-50.96875	-68.2151870727539	22.1934928894043	0.538634896278381	8.06147766113281	10.75	2.17496139845725	24
-41.803125	45.9412498474121	0.38	320	-60.6375007629395	-65.2470932006836	26.0591773986816	0.589330911636353	9.17240810394287	10.1	1.47201320239271	25
-40.0325004577637	42.5293746948242	0.34	416.25	-57.9093742370605	-63.2806205749512	18.0146522521973	0.590654850006104	6.89505386352539	13.3	1.28334396635226	26
-36.9575004577637	40.1318756103516	0.4	470.75	-52.40625	-64.3864288330078	23.0253829956055	0.567546963691711	6.46870422363281	10.65	1.71632836303425	27
-35.6668754577637	47.9387496948242	0.35	158.25	-55.8937492370605	-61.9639663696289	46.6835708618164	0.647442638874054	12.3238039016724	9.75	1.70886721241384	28
-39.115625	45.6974998474121	0.35	308.125	-57.2249984741211	-68.0481796264648	34.0998268127441	0.640945255756378	7.43794631958008	9.55	1.54686772022762	29
-39.6143753051758	46.5537498474121	0.31	332.125	-56.0593757629395	-63.1294250488281	30.0367794036865	0.610980629920959	7.23353576660156	11.75	1.45685890836244	30
